Date,Rank,Points,Rider,Team,Year,Race,UCI Class,Type,Code,Series,Race days,UCI Category,Classification
23-Aug-22,11,15,BIERMANS Jenthe,Israel-Premier Tech,2022,Egmont Cycling Race,1.1,One Day,C1 GC,Other,1,1.1,GC
4-Sep-22,7,60,BIERMANS Jenthe,Israel-Premier Tech,2022,Maryland Cycling Classic presented by UnitedHealthcare,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
11-Sep-22,31,3,BIERMANS Jenthe,Israel-Premier Tech,2022,GP de Fourmies / La Voix du Nord,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
25-Sep-22,19,3,BIERMANS Jenthe,Israel-Premier Tech,2022,Classique Paris-Chauny,1.1,One Day,C1 GC,Other,1,1.1,GC
2-Oct-22,6,40,BIERMANS Jenthe,Israel-Premier Tech,2022,Famenne Ardenne Classic,1.1,One Day,C1 GC,Other,1,1.1,GC
4-Oct-22,17,3,BIERMANS Jenthe,Israel-Premier Tech,2022,Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,1.1,One Day,C1 GC,Other,1,1.1,GC
26-Jan-22,5,50,CLARKE Simon,Israel-Premier Tech,2022,Trofeo Calvia,1.1,One Day,C1 GC,Other,1,1.1,GC
28-Jan-22,3,70,CLARKE Simon,Israel-Premier Tech,2022,Trofeo Serra de Tramuntana (Lloseta - Deia),1.1,One Day,C1 GC,Other,1,1.1,GC
29-Jan-22,6,40,CLARKE Simon,Israel-Premier Tech,2022,Trofeo Pollença - Port d' Andratx,1.1,One Day,C1 GC,Other,1,1.1,GC
18-Feb-22,2,10,CLARKE Simon,Israel-Premier Tech,2022,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
20-Feb-22,26,5,CLARKE Simon,Israel-Premier Tech,2022,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
26-Feb-22,11,40,CLARKE Simon,Israel-Premier Tech,2022,Omloop Het Nieuwsblad Elite,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
5-Mar-22,26,12,CLARKE Simon,Israel-Premier Tech,2022,Strade Bianche,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
27-Mar-22,47,8,CLARKE Simon,Israel-Premier Tech,2022,Volta Ciclista a Catalunya,2.UWT,Stage Race,Tier 4 GC,WorldTour,7,Tier 4,GC
2-Apr-22,3,125,CLARKE Simon,Israel-Premier Tech,2022,Gran Premio Miguel Indurain,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
2-Jun-22,4,60,CLARKE Simon,Israel-Premier Tech,2022,Giro dell'Appennino,1.1,One Day,C1 GC,Other,1,1.1,GC
6-Jul-22,1,120,CLARKE Simon,Israel-Premier Tech,2022,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
28-Aug-22,30,16,CLARKE Simon,Israel-Premier Tech,2022,Bretagne Classic - Ouest-France,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
11-Sep-22,35,10,CLARKE Simon,Israel-Premier Tech,2022,Grand Prix Cycliste de Montréal,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
25-Sep-22,50,10,CLARKE Simon,Israel-Premier Tech,2022,Championnats du Monde Route UCI / UCI Road World Championships,CM,Championships,CM ME RR ,Other,1,CM,ME RR
16-Mar-22,17,5,EINHORN Itamar,Israel-Premier Tech,2022,Milano - Torino,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
23-Mar-22,20,20,EINHORN Itamar,Israel-Premier Tech,2022,MINERVA CLASSIC BRUGGE - DE PANNE,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
29-Apr-22,9,3,EINHORN Itamar,Israel-Premier Tech,2022,Grand Prix Nasielsk-Serock,1.2,One Day,C2 GC,Other,1,1.2,GC
30-Apr-22,1,40,EINHORN Itamar,Israel-Premier Tech,2022,Grand Prix Wyszków,1.2,One Day,C2 GC,Other,1,1.2,GC
25-Jun-22,1,50,EINHORN Itamar,Israel-Premier Tech,2022,National Road Championships - Israel,CN,Championships,CN ME RR ,Other,1,CN,ME RR
10-Jul-22,3,25,EINHORN Itamar,Israel-Premier Tech,2022,Visegrad 4 Bicycle Race Grand Prix Poland,1.2,One Day,C2 GC,Other,1,1.2,GC
31-Jul-22,10,3,EINHORN Itamar,Israel-Premier Tech,2022,Puchar MON,1.2,One Day,C2 GC,Other,1,1.2,GC
14-Aug-22,13,30,EINHORN Itamar,Israel-Premier Tech,2022,UEC Road European Championships,CC,Championships,CC ME RR ,Other,1,CC,ME RR
16-Sep-22,24,3,EINHORN Itamar,Israel-Premier Tech,2022,Kampioenschap van Vlaanderen,1.1,One Day,C1 GC,Other,1,1.1,GC
18-Sep-22,14,5,EINHORN Itamar,Israel-Premier Tech,2022,Gooikse Pijl,1.1,One Day,C1 GC,Other,1,1.1,GC
21-Sep-22,12,10,EINHORN Itamar,Israel-Premier Tech,2022,OMLOOP van het HOUTLAND,1.1,One Day,C1 GC,Other,1,1.1,GC
25-Sep-22,21,3,EINHORN Itamar,Israel-Premier Tech,2022,Classique Paris-Chauny,1.1,One Day,C1 GC,Other,1,1.1,GC
3-Oct-22,4,100,EINHORN Itamar,Israel-Premier Tech,2022,Sparkassen Münsterland Giro,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
6-Feb-22,6,70,FUGLSANG Jakob,Israel-Premier Tech,2022,Volta a la Comunitat Valenciana,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
27-Feb-22,10,20,FUGLSANG Jakob,Israel-Premier Tech,2022,Gran Camiño,2.1,Stage Race,C1 GC,Other,4,2.1,GC
5-Mar-22,36,5,FUGLSANG Jakob,Israel-Premier Tech,2022,Strade Bianche,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
13-Mar-22,41,10,FUGLSANG Jakob,Israel-Premier Tech,2022,Tirreno-Adriatico,2.UWT,Stage Race,Tier 3 GC,WorldTour,7,Tier 3,GC
10-Apr-22,16,30,FUGLSANG Jakob,Israel-Premier Tech,2022,Amstel Gold Race,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
20-Apr-22,53,4,FUGLSANG Jakob,Israel-Premier Tech,2022,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
24-Apr-22,13,50,FUGLSANG Jakob,Israel-Premier Tech,2022,Liège-Bastogne-Liège,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
1-May-22,29,20,FUGLSANG Jakob,Israel-Premier Tech,2022,Tour de Romandie,2.UWT,Stage Race,Tier 3 GC,WorldTour,6,Tier 3,GC
31-May-22,1,125,FUGLSANG Jakob,Israel-Premier Tech,2022,Mercan'Tour Classic Alpes-Maritimes,1.1,One Day,C1 GC,Other,1,1.1,GC
16-Jun-22,3,10,FUGLSANG Jakob,Israel-Premier Tech,2022,Tour de Suisse,2.UWT,Stage Race,Tier 3 SC,WorldTour,,Tier 3,SC
17-Jun-22,1,10,FUGLSANG Jakob,Israel-Premier Tech,2022,Tour de Suisse,2.UWT,Stage Race,Tier 3 SGC,WorldTour,,Tier 3,SGC
19-Jun-22,3,325,FUGLSANG Jakob,Israel-Premier Tech,2022,Tour de Suisse,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
9-Sep-22,50,10,FUGLSANG Jakob,Israel-Premier Tech,2022,Grand Prix Cycliste de Québec,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
11-Sep-22,28,20,FUGLSANG Jakob,Israel-Premier Tech,2022,Grand Prix Cycliste de Montréal,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
25-Sep-22,56,3,FUGLSANG Jakob,Israel-Premier Tech,2022,Championnats du Monde Route UCI / UCI Road World Championships,CM,Championships,CM ME RR ,Other,1,CM,ME RR
30-Jan-22,14,5,HOULE Hugo,Israel-Premier Tech,2022,Grand Prix Cycliste de Marseille La Marseillaise,1.1,One Day,C1 GC,Other,1,1.1,GC
6-Feb-22,12,10,HOULE Hugo,Israel-Premier Tech,2022,Etoile de Bessèges - Tour du Gard,2.1,Stage Race,C1 GC,Other,5,2.1,GC
13-Mar-22,13,50,HOULE Hugo,Israel-Premier Tech,2022,Paris-Nice,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
25-Mar-22,44,8,HOULE Hugo,Israel-Premier Tech,2022,E3 Saxo Bank Classic,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
27-Mar-22,55,5,HOULE Hugo,Israel-Premier Tech,2022,Gent-Wevelgem in Flanders Fields,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
30-Mar-22,42,5,HOULE Hugo,Israel-Premier Tech,2022,Dwars door Vlaanderen - A travers la Flandre,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
9-Apr-22,50,8,HOULE Hugo,Israel-Premier Tech,2022,Itzulia Basque Country,2.UWT,Stage Race,Tier 4 GC,WorldTour,6,Tier 4,GC
13-Apr-22,16,5,HOULE Hugo,Israel-Premier Tech,2022,De Brabantse Pijl - La Flèche Brabançonne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
20-Apr-22,54,4,HOULE Hugo,Israel-Premier Tech,2022,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
24-Apr-22,53,5,HOULE Hugo,Israel-Premier Tech,2022,Liège-Bastogne-Liège,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
10-Jun-22,18,3,HOULE Hugo,Israel-Premier Tech,2022,Grosser Preis des Kantons Aargau,1.1,One Day,C1 GC,Other,1,1.1,GC
19-Jun-22,15,35,HOULE Hugo,Israel-Premier Tech,2022,Tour de Suisse,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
15-Jul-22,3,25,HOULE Hugo,Israel-Premier Tech,2022,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
19-Jul-22,1,120,HOULE Hugo,Israel-Premier Tech,2022,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
24-Jul-22,23,40,HOULE Hugo,Israel-Premier Tech,2022,Tour de France,Grand Tour,Grand Tour,Tier 1 GC,WorldTour,21,Tier 1,GC
11-Aug-22,2,150,HOULE Hugo,Israel-Premier Tech,2022,Arctic Race of Norway,2.Pro,Stage Race,P GC,ProSeries,4,2.Pro,GC
11-Aug-22,3,5,HOULE Hugo,Israel-Premier Tech,2022,Arctic Race of Norway,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
27-Jan-22,3,70,NIZZOLO Giacomo,Israel-Premier Tech,2022,Trofeo Alcudia - Port D' Alcudia,1.1,One Day,C1 GC,Other,1,1.1,GC
30-Jan-22,7,35,NIZZOLO Giacomo,Israel-Premier Tech,2022,Trofeo Playa de Palma - Palma,1.1,One Day,C1 GC,Other,1,1.1,GC
13-Feb-22,3,125,NIZZOLO Giacomo,Israel-Premier Tech,2022,Clasica de Almeria,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
27-Feb-22,5,85,NIZZOLO Giacomo,Israel-Premier Tech,2022,Kuurne - Bruxelles - Kuurne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
13-Mar-22,2,25,NIZZOLO Giacomo,Israel-Premier Tech,2022,Tirreno-Adriatico,2.UWT,Stage Race,Tier 3 SC,WorldTour,,Tier 3,SC
19-Mar-22,18,30,NIZZOLO Giacomo,Israel-Premier Tech,2022,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
13-Apr-22,18,5,NIZZOLO Giacomo,Israel-Premier Tech,2022,De Brabantse Pijl - La Flèche Brabançonne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
1-May-22,18,20,NIZZOLO Giacomo,Israel-Premier Tech,2022,Eschborn-Frankfurt,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
11-May-22,3,20,NIZZOLO Giacomo,Israel-Premier Tech,2022,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
12-May-22,5,4,NIZZOLO Giacomo,Israel-Premier Tech,2022,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
